id,longitude,latitude
647,128.627429,34.908801
648,128.6248,34.914047
649,128.629946,34.909717
650,128.629209,34.899461
651,128.627355,34.900014
652,128.622775,34.894149
653,128.625774,34.890795
654,128.62345,34.891436
655,128.618182,34.886826
656,128.62475,34.884756
657,128.630199,34.87889
658,128.657256,34.885069
659,128.657164,34.889087
660,128.659426,34.893468
661,128.653415,34.896136
662,128.648955,34.90862
663,128.663267,34.911292
664,128.674284,34.91637
665,128.668952,34.908736
666,128.679976,34.898383
667,128.683438,34.906481
668,128.678784,34.913408
669,128.684623,34.913213
670,128.69198,34.915559
671,128.688952,34.91249
672,128.699185,34.915768
673,128.695343,34.900243
674,128.692689,34.876948
675,128.673621,34.88694
676,128.67501,34.891693
677,128.67141,34.853453
678,128.686318,34.864678
679,128.679698,34.867364
680,128.675501,34.872779
681,128.710138,34.867305
682,128.68834,34.842272
683,128.699794,34.843065
684,128.688687,34.841539
685,128.678444,34.832911
686,128.677946,34.831717
687,128.678223,34.84117
688,128.679279,34.841819
689,128.681014,34.845722
690,128.684114,34.846082
691,128.672477,34.842588
692,128.666266,34.835267
693,128.661905,34.835996
694,128.645879,34.835677
695,128.650048,34.840669
696,128.658091,34.853987
697,128.655008,34.857707
698,128.654718,34.856251
699,128.662298,34.860742
700,128.628063,34.858466
701,128.634784,34.862688
702,128.628168,34.873153
703,128.62711,34.867449
704,128.622695,34.857399
705,128.619886,34.84938
706,128.619393,34.844781
707,128.622231,34.848216
708,128.621592,34.851321
709,128.623526,34.852879
710,128.628617,34.844159
711,128.617568,34.834119
712,128.613759,34.835789
713,128.615365,34.846546
714,128.608384,34.850571
715,128.591931,34.843109
716,128.595483,34.842727
717,128.598676,34.837437
718,128.601669,34.833387
719,128.593875,34.832276
720,128.584025,34.864273
721,128.583646,34.874579
722,128.584756,34.866766
723,128.602099,34.857552
724,128.614729,34.855768
725,128.610382,34.879535
726,128.599696,34.875575
727,128.610792,34.891372
728,128.605902,34.906699
729,128.595861,34.901215
730,128.579781,34.901072
731,128.579932,34.896944
732,128.578334,34.896326
733,128.588684,34.89311
734,128.570386,34.880544
735,128.571944,34.880483
736,128.560677,34.885013
737,128.557733,34.883821
738,128.553139,34.875551
739,128.556604,34.886168
740,128.55017,34.889712
741,128.558531,34.892769
742,128.566864,34.892746
743,128.558368,34.903682
744,128.564111,34.913953
745,128.546027,34.908217
746,128.544804,34.901308
747,128.530575,34.898754
748,128.527249,34.897491
749,128.524865,34.898487
750,128.526145,34.894226
751,128.542028,34.886585
752,128.544713,34.875876
753,128.533303,34.87928
754,128.531333,34.881548
755,128.524196,34.878557
756,128.521592,34.868492
757,128.527295,34.858798
758,128.535236,34.872112
759,128.542857,34.870184
760,128.54854,34.874381
761,128.544674,34.867555
762,128.559493,34.872335
763,128.56728,34.865725
764,128.561739,34.860679
765,128.560298,34.864013
766,128.552579,34.859707
767,128.547613,34.84839
768,128.553779,34.845969
769,128.554421,34.853484
770,128.563928,34.846259
771,128.559447,34.84262
772,128.534868,34.835858
773,128.534069,34.837554
774,128.537874,34.837525
775,128.538342,34.842124
776,128.535513,34.85374
777,128.530034,34.845853
778,128.521188,34.849987
779,128.526184,34.8471
780,128.535768,34.816349
781,128.528831,34.804839
782,128.533886,34.803264
783,128.537213,34.804946
784,128.545908,34.820533
785,128.58828,34.812805
786,128.603047,34.823832
787,128.609438,34.816663
788,128.613117,34.813189
789,128.614226,34.791701
790,128.606264,34.792651
791,128.582555,34.790672
792,128.575125,34.785159
793,128.581137,34.776696
794,128.587804,34.777574
795,128.579833,34.788493
796,128.587241,34.78678
797,128.59658,34.785291
798,128.594644,34.780911
799,128.609819,34.776617
800,128.614466,34.777231
801,128.601407,34.769024
802,128.609533,34.759354
803,128.613397,34.753268
804,128.609536,34.753677
805,128.597252,34.750591
806,128.581721,34.747114
807,128.588941,34.754189
808,128.588985,34.753321
809,128.555723,34.749757
810,128.543925,34.754112
811,128.565537,34.782291
812,128.544702,34.785685
813,128.547866,34.780152
814,128.522552,34.765848
815,128.523286,34.755966
816,128.536591,34.731327
817,128.533662,34.730001
818,128.558669,34.711397
819,128.602393,34.707761
820,128.608055,34.709827
821,128.611601,34.709941
822,128.610226,34.714879
823,128.6077,34.715438
824,128.591246,34.709881
825,128.593998,34.713401
826,128.583856,34.713367
827,128.58288,34.744364
828,128.593515,34.745915
829,128.604516,34.727176
830,128.611175,34.736897
831,128.609216,34.740718
832,128.625818,34.725678
833,128.63283,34.742128
834,128.64545,34.736254
835,128.648318,34.735859
836,128.644084,34.745657
837,128.650573,34.735149
838,128.633209,34.714179
839,128.636706,34.716661
840,128.616006,34.720204
841,128.618123,34.71934
842,128.676981,34.7436
843,128.668867,34.785463
844,128.64328,34.755031
845,128.63853,34.747806
846,128.636254,34.755535
847,128.622736,34.749304
848,128.622823,34.753692
849,128.634883,34.767325
850,128.63264,34.777301
851,128.630895,34.776709
852,128.626539,34.778161
853,128.622538,34.769154
854,128.616039,34.769462
855,128.619587,34.779313
856,128.619295,34.784446
857,128.619551,34.784689
858,128.645385,34.787401
859,128.645762,34.779063
860,128.638407,34.780909
861,128.656308,34.782736
862,128.659535,34.784412
863,128.658886,34.803468
864,128.64289,34.792109
865,128.641439,34.788967
866,128.637583,34.791424
867,128.633347,34.798565
868,128.632068,34.795275
869,128.627435,34.789369
870,128.631891,34.806462
871,128.637877,34.800989
872,128.637206,34.819562
873,128.617675,34.814446
874,128.62367,34.82574
875,128.617565,34.821337
876,128.617071,34.8316
877,128.636996,34.823449
878,128.643315,34.82222
879,128.642556,34.819897
880,128.641333,34.811932
881,128.647055,34.812925
882,128.652796,34.810668
883,128.660885,34.812436
884,128.657925,34.815649
885,128.658277,34.826898
886,128.665868,34.82214
887,128.67757,34.82264
888,128.676791,34.823513
889,128.675588,34.822359
890,128.6854,34.81468
891,128.675931,34.813802
892,128.669582,34.819014
893,128.666237,34.808626
894,128.690767,34.800896
895,128.690311,34.815073
896,128.690828,34.814867
897,128.689241,34.816294
898,128.69942,34.827702
899,128.700928,34.82452
900,128.701207,34.823728
901,128.701138,34.821198
902,128.711252,34.823712
903,128.712206,34.816361
904,128.714134,34.812799
905,128.750236,34.819623
906,128.732356,34.799323
907,128.728149,34.801612
908,128.730208,34.805007
909,128.710542,34.797826
910,128.461004,34.719549
911,128.460602,34.719114
912,128.451695,34.704907
913,128.427506,34.723667
914,128.463075,34.733441
915,128.479877,34.742294
916,128.486304,34.737079
917,128.51475,34.760251
918,128.480625,34.766655
919,128.484953,34.764213
920,128.493548,34.766611
921,128.488216,34.772007
922,128.48061,34.778238
923,128.481992,34.780229
924,128.505168,34.783992
925,128.504199,34.798746
926,128.505662,34.798643
927,128.50446,34.801247
928,128.513991,34.811777
929,128.513511,34.82662
930,128.50818,34.820731
931,128.4945,34.812512
932,128.469636,34.792955
933,128.469624,34.83102
934,128.429453,34.825389
935,128.429462,34.818452
936,128.431543,34.812708
937,128.425685,34.795758
938,128.425695,34.783421
939,128.426349,34.783858
940,128.426398,34.781755
941,128.414799,34.76699
942,128.403028,34.768737
943,128.397934,34.773536
944,128.388502,34.781651
945,128.39198,34.785677
946,128.418525,34.789669
947,128.418414,34.795503
948,128.411165,34.792908
949,128.402017,34.801147
950,128.408294,34.799595
951,128.41151,34.806158
952,128.408486,34.810431
953,128.424327,34.807936
954,128.421591,34.816943
955,128.41943,34.814843
956,128.416473,34.822834
957,128.40705,34.820488
958,128.407671,34.821235
959,128.399332,34.814697
960,128.401367,34.817112
961,128.391552,34.82569
962,128.388015,34.824713
963,128.381295,34.822433
964,128.389469,34.816152
965,128.381189,34.807633
966,128.387852,34.806506
967,128.400283,34.792691
968,128.384326,34.796264
969,128.372389,34.801063
970,128.376656,34.828178
971,128.344607,34.826243
972,128.339725,34.824415
973,128.338263,34.82658
974,128.33509,34.83083
975,128.370519,34.776492
976,128.368839,34.778568
977,128.356314,34.778115
978,128.394572,34.706977
979,128.26484,34.666318
980,128.267162,34.665973
981,128.248584,34.67311
982,128.244697,34.665443
983,128.24475,34.674296
984,128.245206,34.67729
985,128.240156,34.675874
986,128.248363,34.676064
987,128.300443,34.754027
988,128.28957,34.754902
989,128.256247,34.814593
990,128.250025,34.820801
991,128.244049,34.816908
992,128.249328,34.809494
993,128.255923,34.809382
994,128.228172,34.821311
995,128.227344,34.819319
996,128.229872,34.820497
997,128.23528,34.824408
998,128.23347,34.825028
999,128.23113,34.830455
1000,128.228186,34.832885
1001,128.227622,34.829296
1002,128.215002,34.825096
1003,128.219494,34.815568
1004,128.217528,34.817678
1005,128.191883,34.833428
1006,128.188665,34.829527
1007,128.185697,34.834219
1008,128.182635,34.831556
1009,128.141293,34.82526
1010,128.180288,34.706565
1011,128.178965,34.701019
1012,128.174961,34.700945
1013,128.173252,34.706121
1014,128.249191,34.663123
1015,128.249274,34.650737
1016,128.255459,34.62679
1017,128.25776,34.63821
1018,128.260878,34.641713
1019,128.263017,34.636139
1020,128.258863,34.632751
1021,128.267473,34.626068
1022,128.280876,34.625672
1023,128.293589,34.632324
1024,128.290467,34.637202
1025,128.281641,34.627139
1026,128.286135,34.629854
1027,128.181408,34.559035
1028,127.773584,34.50321
1029,127.762874,34.502858
1030,127.763517,34.514901
1031,127.781044,34.50601
1032,127.76058,34.523127
1033,127.769762,34.521428
1034,127.763029,34.538668
1035,127.805152,34.592324
1036,127.794415,34.59079
1037,127.788536,34.601064
1038,127.78445,34.599821
1039,127.790302,34.589052
1040,127.76617,34.600767
1041,127.780218,34.591776
1042,127.783029,34.591903
1043,127.781939,34.60289
1044,127.783426,34.604019
1045,127.782096,34.608174
1046,127.773353,34.60468
1047,127.763307,34.611217
1048,127.76086,34.616264
1049,127.778648,34.617382
1050,127.784688,34.607201
1051,127.787164,34.603523
1052,127.791112,34.640477
1053,127.78745,34.638055
1054,127.783818,34.629185
1055,127.763632,34.625082
1056,127.768386,34.631809
1057,127.779657,34.653141
1058,127.772585,34.644584
1059,127.771638,34.645874
1060,127.761983,34.653708
1061,127.761618,34.658811
1062,127.785131,34.661337
1063,127.791089,34.664397
1064,127.785294,34.652051
1065,127.904689,34.744002
1066,127.904635,34.735325
1067,127.905091,34.732729
1068,127.884154,34.727516
1069,127.898614,34.726653
1070,127.900276,34.737521
1071,127.886645,34.744081
1072,127.888146,34.745705
1073,127.883771,34.750268
1074,127.875742,34.730158
1075,127.868746,34.738762
1076,127.877254,34.750121
1077,127.873089,34.750445
1078,127.860924,34.750789
1079,127.862933,34.73625
1080,127.867597,34.733793
1081,127.866627,34.732637
1082,127.793243,34.66987
1083,127.78038,34.669147
1084,127.763617,34.673283
1085,127.7706,34.671399
1086,127.768157,34.685139
1087,127.776477,34.685361
1088,127.775739,34.694692
1089,127.777563,34.692085
1090,127.766672,34.688547
1091,127.773382,34.707618
1092,127.783561,34.704946
1093,127.785874,34.706632
1094,127.763485,34.709558
1095,127.771166,34.718965
1096,127.76718,34.719426
1097,127.764425,34.720343
1098,127.85023,34.751351
1099,127.842646,34.751076
1100,127.850015,34.791924
1101,127.846594,34.788041
1102,127.843984,34.789973
1103,127.764156,34.813844
1104,127.761966,34.817883
1105,127.766421,34.829331
1106,127.820329,34.827418
1107,127.829329,34.827689
1108,127.824012,34.823257
1109,127.832391,34.823777
1110,127.830708,34.824478
1111,127.835719,34.811248
1112,127.838225,34.814955
1113,127.839088,34.802163
1114,127.846473,34.796674
1115,127.850792,34.795537
1116,127.84691,34.820993
1117,127.843613,34.820275
1118,127.841668,34.819669
1119,127.833598,34.819343
1120,127.868156,34.827284
1121,127.86304,34.827291
1122,127.863792,34.824511
1123,127.870823,34.827974
1124,127.870157,34.831694
1125,127.882308,34.834335
1126,127.881317,34.826265
1127,127.899332,34.822759
1128,127.901459,34.818741
1129,127.896394,34.812072
1130,127.89896,34.812444
1131,127.902937,34.793539
1132,127.882759,34.797195
1133,127.880193,34.794649
1134,127.879293,34.795285
1135,127.874143,34.80318
1136,127.858455,34.809968
1137,127.865574,34.792597
1138,127.871229,34.791325
1139,127.878796,34.790102
1140,127.877286,34.788491
1141,127.876644,34.783389
1142,127.874793,34.784325
1143,127.876587,34.773336
1144,127.862418,34.780752
1145,127.860213,34.770821
1146,127.856224,34.753933
1147,127.869653,34.752669
1148,127.8796,34.756257
1149,127.870035,34.768793
1150,127.873402,34.770835
1151,127.889582,34.769037
